Date,Sensex,WIPRO.BO,BAJAJ-AUTO.BO,HDFCBANK.BO,HEROMOTOCO.BO,TCS.BO,INFY.BO,BAJFINANCE.BO,MARUTI.BO,RELIANCE.BO,TATAMOTORS.BO,ZOMATO.BO,ZEEL.BO,TVSMOTOR.BO,PIDILITIND.BO,NAUKRI.BO,IRCTC.BO,DLF.BO,COLPAL.BO,MFSL.BO,BANKBARODA.BO
2020-10-14,40794.73828125,350.1499938964844,3053.10009765625,1210.8499755859375,3310.10009765625,2809.800048828125,1136.0999755859375,3371.5,7006.5,2287.35009765625,130.6999969482422,,186.0,461.6499938964844,1486.300048828125,3747.300048828125,267.6199951171875,158.9499969482422,1447.0,596.3499755859375,42.099998474121094
2020-10-15,39728.41015625,341.5,3025.800048828125,1169.1500244140625,3311.35009765625,2738.699951171875,1108.0,3213.699951171875,6885.2001953125,2205.550048828125,127.0,,179.89999389648438,457.3999938964844,1474.699951171875,3602.550048828125,265.80999755859375,155.4499969482422,1420.199951171875,578.5499877929688,40.400001525878906
2020-10-16,39982.98046875,339.54998779296875,3044.64990234375,1199.0,3346.5,2762.5,1127.5999755859375,3230.14990234375,6897.0498046875,2175.5,127.69999694824219,,175.64999389648438,463.3500061035156,1481.449951171875,3601.14990234375,265.7099914550781,162.3000030517578,1439.5,579.3499755859375,40.349998474121094
2020-10-19,40431.6015625,343.25,2980.199951171875,1203.3499755859375,3247.800048828125,2711.449951171875,1125.550048828125,3266.89990234375,6851.60009765625,2175.800048828125,128.25,,174.1999969482422,454.75,1535.9000244140625,3474.85009765625,265.3599853515625,164.75,1477.4000244140625,587.0,43.599998474121094
2020-10-20,40544.37109375,346.75,3001.75,1224.1500244140625,3242.35009765625,2738.39990234375,1137.050048828125,3262.10009765625,6849.0,2155.5,129.64999389648438,,183.0500030517578,452.3999938964844,1522.75,3473.35009765625,266.4100036621094,167.4499969482422,1462.75,580.0999755859375,41.849998474121094
2020-10-21,40707.30859375,343.5,3016.35009765625,1247.050048828125,3180.64990234375,2675.449951171875,1148.300048828125,3233.25,6864.89990234375,2123.25,130.25,,180.5500030517578,446.0,1491.0,3481.800048828125,266.239990234375,172.14999389648438,1425.3499755859375,574.2999877929688,42.599998474121094
2020-10-22,40558.48828125,344.54998779296875,3009.25,1232.949951171875,3081.25,2670.800048828125,1130.1500244140625,3313.14990234375,6806.25,2107.10009765625,133.4499969482422,,183.5500030517578,442.54998779296875,1475.699951171875,3398.25,265.6000061035156,172.4499969482422,1432.1500244140625,575.5,42.79999923706055
2020-10-23,40685.5,342.3999938964844,3083.14990234375,1235.699951171875,3109.10009765625,2686.449951171875,1122.0,3317.35009765625,7108.4501953125,2112.550048828125,137.0,,185.8000030517578,444.75,1502.449951171875,3647.64990234375,265.55999755859375,171.1999969482422,1466.0999755859375,590.4500122070312,43.20000076293945
2020-10-26,40145.5,339.70001220703125,2895.0,1213.0,2897.800048828125,2687.64990234375,1112.0999755859375,3292.60009765625,7054.4501953125,2028.699951171875,133.64999389648438,,176.64999389648438,429.0,1474.5999755859375,3509.64990234375,264.04998779296875,166.10000610351562,1457.75,575.5999755859375,42.70000076293945
2020-10-27,40522.1015625,334.1499938964844,2949.199951171875,1233.300048828125,2912.699951171875,2631.449951171875,1092.1500244140625,3453.75,7158.60009765625,2034.199951171875,135.6999969482422,,187.60000610351562,432.95001220703125,1526.800048828125,3578.800048828125,265.1199951171875,164.9499969482422,1543.5,577.7999877929688,42.900001525878906
2020-10-28,39922.4609375,335.6000061035156,2943.949951171875,1205.3499755859375,2945.800048828125,2621.75,1076.5999755859375,3370.35009765625,7182.4501953125,2010.699951171875,134.8000030517578,,181.5,426.75,1518.3499755859375,3559.199951171875,266.6000061035156,156.10000610351562,1541.75,585.0,42.04999923706055
2020-10-29,39749.8515625,337.54998779296875,2926.300048828125,1188.050048828125,2893.199951171875,2633.699951171875,1074.800048828125,3379.60009765625,7114.0,2026.550048828125,131.89999389648438,,179.0500030517578,422.25,1590.3499755859375,3603.5,266.0400085449219,153.1999969482422,1525.300048828125,591.0999755859375,42.900001525878906
2020-10-30,39614.0703125,340.6499938964844,2886.449951171875,1183.449951171875,2799.800048828125,2664.85009765625,1060.5999755859375,3307.64990234375,6956.2001953125,2054.35009765625,132.6999969482422,,187.85000610351562,455.25,1570.449951171875,3548.199951171875,263.1099853515625,158.3000030517578,1517.3499755859375,590.6500244140625,41.650001525878906
2020-11-02,39757.578125,334.8999938964844,2843.5,1215.5,2834.60009765625,2603.85009765625,1072.0,3415.300048828125,6863.35009765625,1877.300048828125,132.85000610351562,,183.35000610351562,458.6499938964844,1554.75,3550.050048828125,260.489990234375,164.75,1508.8499755859375,600.4500122070312,44.79999923706055
2020-11-03,40261.12890625,335.6000061035156,2915.75,1248.1500244140625,2939.699951171875,2632.64990234375,1061.949951171875,3490.60009765625,6915.14990234375,1849.449951171875,134.10000610351562,,182.0500030517578,465.3500061035156,1566.4000244140625,3551.300048828125,260.3599853515625,163.75,1488.9000244140625,602.3499755859375,45.04999923706055
2020-11-04,40616.140625,342.8500061035156,2927.449951171875,1257.5,2968.949951171875,2653.25,1094.0,3559.35009765625,6952.2001953125,1913.449951171875,135.85000610351562,,181.8000030517578,470.79998779296875,1562.6500244140625,3608.89990234375,260.07000732421875,162.8000030517578,1476.3499755859375,613.8499755859375,45.04999923706055
2020-11-05,41340.16015625,345.3999938964844,2950.449951171875,1269.550048828125,2945.300048828125,2687.25,1103.9000244140625,3735.449951171875,7093.35009765625,1955.0999755859375,137.64999389648438,,190.60000610351562,476.29998779296875,1589.3499755859375,3623.800048828125,262.1499938964844,165.89999389648438,1482.1500244140625,617.9500122070312,45.75
2020-11-06,41893.05859375,346.1499938964844,2979.199951171875,1307.75,2941.85009765625,2708.25,1113.4000244140625,3778.050048828125,6905.60009765625,2029.0,138.89999389648438,,192.89999389648438,479.6000061035156,1595.550048828125,3596.199951171875,262.19000244140625,167.75,1507.8499755859375,621.2000122070312,45.79999923706055
2020-11-09,42597.4296875,351.8500061035156,2999.050048828125,1340.9000244140625,2953.949951171875,2725.89990234375,1136.199951171875,3866.60009765625,6869.7998046875,2050.300048828125,141.0,,191.6999969482422,479.1000061035156,1595.550048828125,3633.85009765625,262.5799865722656,172.75,1508.0,619.4000244140625,46.75
2020-11-10,43277.6484375,342.20001220703125,2997.10009765625,1393.5999755859375,2951.949951171875,2649.949951171875,1090.949951171875,4208.60009765625,6791.0,2084.5,146.0,,192.8000030517578,479.04998779296875,1573.300048828125,3535.5,274.8500061035156,180.5500030517578,1467.0999755859375,612.2000122070312,48.20000076293945
2020-11-11,43593.671875,346.8999938964844,3022.75,1389.699951171875,3059.800048828125,2688.550048828125,1122.5999755859375,4269.0,6855.5,1996.9000244140625,150.9499969482422,,195.35000610351562,477.3999938964844,1564.949951171875,3543.60009765625,274.2699890136719,182.89999389648438,1498.550048828125,613.0,47.150001525878906
